cricinfo_id,unique_player_id,final_player_name,source_country_text
1216149,1216149,AP Patel,CAN
1335264,1335264,AP Rajeevan,TAN
7597,7597,AP Sheahan,AUS
50837,50837,AP Weerakkody,SL
22361,22361,AP Wells,ENG
1387421,1387421,AP Yadav,THA
50742,50742,APB Tennekoon,SL
15917,15917,APE Knott,ENG
10705,10705,APF Chapman,ENG
36192,36192,AR Adams,NZ
1286500,1286500,AR Balla,CAM
384817,384817,AR Berenger,UAE
384817,384817,AR Berenger,QAT
26928,26928,AR Bhat,IND
1337258,1337258,AR Bisht,OMA
4174,4174,AR Border,AUS
9323,9323,AR Butcher,ENG
10633,10633,AR Caddick,ENG
293983,293983,AR Cusack,IRE
4937,4937,AR Dell,AUS
1107657,1107657,AR Gandhi,KENYA
13416,13416,AR Gover,ENG
30030,30030,AR Kapoor,IND
30112,30112,AR Khurasiya,IND
1345194,1345194,AR Leo,STHEL
16271,16271,AR Lewis,ENG
37694,37694,AR MacGibbon,NZ
417381,417381,AR McBrine,IRE
1337298,1337298,AR Menon,SGP
6644,6644,AR Morris,AUS
1399344,1399344,AR Naidoo,CAY
1360643,1360643,AR Nair,BHM
315594,315594,AR Nurse,WI
1457977,1457977,AR Odedara,OMA
554691,554691,AR Patel,IND
296167,296167,AR Patwa,TAN
247009,247009,AR Pitcher,BER
1354638,1354638,AR Prasad,CAM
1321991,1321991,AR Puri,SGP
1178061,1178061,AR Ramjani,UGA
46980,46980,AR Richards,SA
38608,38608,AR Tait,NZ
24286,24286,AR White,IRE
55846,55846,AR Whittall,ZIM
1156627,1156627,ARA Chambers,POR
46264,46264,ARA Murray,SA
12909,12909,ARC Fraser,ENG
1476212,1476212,ARH Patel,CRC
470772,470772,ARI Umeed,SCOT
49849,49849,ARM Opatha,SL
237310,237310,ARS Silva,SL
1013219,1013219,AS Abioye,NGA
1534341,1534341,AS Broomfield,SKOR
372509,372509,AS Dean,CAN
418615,418615,AS Hansra,CAN
1419050,1419050,AS Hundal,CAN
52277,52277,AS Jaggernauth,WI
670031,670031,AS Joseph,WI
15858,15858,AS Kennedy,ENG
1536762,1536762,AS Kumaran,SVN
24703,24703,AS Luseno,KENYA
1203928,1203928,AS Mehmi,GRC
1415048,1415048,AS Nadkarni,USA
1387874,1387874,AS Samra,PHI
35939,35939,AS Wassan,IND
22533,22533,AS Wright,GUE
49854,49854,ASA Perera,SL
1167799,1167799,ASF Sirah,PHI
1493443,1493443,ASH Parsons,SKOR
18248,18248,ASM Oakman,ENG
326434,326434,AT Carey,AUS
1347289,1347289,AT Chuvale,MOZ
1129328,1129328,AT Nidamanuru,NED
33141,33141,AT Rayudu,IND
52818,52818,AT Roberts,WI
